PUMFID,PROVR,CH_AGE,PMK3_05R,ARR_05,ARR_20AR,ARR_20BR,ARR_20CR,ARR_20DR,ARR_20GR,ARR_20HR,ARR_20IR,NUMCARER,ARRT20AR,ARRT20BR,ARRT20CR,ARRT20DR,ARRT20GR,ARRT20HR,MAINR,ARR_45,ARR_70AR,ARR_70BR,ARR_70CR,ARR_70DR,ARR_70GR,ARR_70HR,ARR_75AR,ARR_75BR,ARR_75CR,ARR_75DR,ARR_75GR,ARR_75HR,ARR_80,ARR_85R,ARR_90,ARR_95AR,ARR_95BR,ARR_95CR,ARR_95DR,ARR_95ER,ARR_95HR,ARR_95JR,ARR_95KR,ARR_95LR,ARR_95MR,ARR100R,ARR_105,ARR110AR,ARR110BR,ARR110CR,ARR110DR,ARR110ER,ARR110FR,ARR110HR,ARR110KR,ARR_115A,ARR_115B,ARR_115C,ARR_115D,ARR_115E,ARR_115F,ARR_115G,ARR_115H,ARR_115I,ARR_115J,ARR_115K,ARR_120,ARR125R,ARR130AR,ARR130BR,ARR130CR,ARR130DR,ARR130ER,ARR130HR,ARR130IR,ARR130KR,ARR130LR,ARR135BR,ARR135CR,ARR135DR,ARR135ER,ARR135FR,ARR135GR,ARR135JR,ARR135KR,ARR135MR,ARR_140R,HHINCR,EDUGRP,IIDFLAG,USE_CARE,COSTG_AR,COSTG_BR,COSTG_CR,COSTG_DR,COSTG_GR,COSTG_HR,ALLCOSTG,WTPP,VERDATE
3583,12,2,1,1,2,2,2,2,1,2,2,1,6,6,6,6,2,6,5,1,6,6,6,6,5,6,6,6,6,6,2,6,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,6,6,2,6,2,132.0707,29/03/2023
3584,35,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,1028.7052,29/03/2023
3585,46,2,1,1,2,2,2,1,2,2,2,1,6,6,6,4,6,6,4,2,6,6,6,2,6,6,6,6,6,1,6,6,2,6,6,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,6,1,2,1,1,1,2,2,2,1,6,6,6,6,6,6,6,6,6,4,1,3,1,1,6,6,6,1,6,6,1,215.5734,29/03/2023
3586,59,1,1,1,2,2,1,2,2,2,2,1,6,6,2,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,2,6,6,1,2,1,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,2,6,6,6,2,467.1728,29/03/2023
3587,35,1,1,1,2,2,2,1,2,1,2,2,6,6,6,2,6,2,6,3,6,6,6,1,6,5,6,6,6,2,6,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,9,3,2,1,6,6,6,1,6,2,2,744.9265,29/03/2023
3588,47,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,214.1897,29/03/2023
3589,48,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,2,1,2,2,1,1,1,1,2,2,6,6,6,6,6,6,6,529.015,29/03/2023
3590,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,3,3,2,2,6,6,6,6,6,6,6,1112.6901,29/03/2023
3591,46,1,1,1,2,2,2,1,2,2,2,1,6,6,6,3,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,2,6,6,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,2,6,6,2,252.2309,29/03/2023
3593,35,1,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,2,2,2,2,2,1,2,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,6,6,6,6,6,2,1086.6141,29/03/2023
3594,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,2,2,6,6,6,6,6,6,6,1028.7052,29/03/2023
3595,11,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,26.0316,29/03/2023
3596,11,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,4,6,6,6,6,6,2,6,6,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,1,6,6,1,27.3294,29/03/2023
3597,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,3,1,3,2,2,6,6,6,6,6,6,6,467.1728,29/03/2023
3599,10,1,2,1,2,2,2,1,2,2,2,1,6,6,6,3,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,6,6,6,2,6,6,2,92.8252,29/03/2023
3600,35,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,1086.6141,29/03/2023
3601,48,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,3,3,2,2,6,6,6,6,6,6,6,529.015,29/03/2023
3602,48,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,835.9022,29/03/2023
3604,59,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,3,1,2,2,6,6,6,6,6,6,6,577.8099,29/03/2023
3605,24,1,1,1,1,2,2,1,2,2,2,2,2,6,6,3,6,6,1,1,5,6,6,9,6,6,2,6,6,1,6,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,2,2,1,1,6,6,9,6,6,9,587.5892,29/03/2023
3607,12,2,1,1,1,2,2,1,2,2,2,2,1,6,6,2,6,6,4,2,2,6,6,9,6,6,9,6,6,1,6,6,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,4,2,2,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,9,6,6,2,6,6,9,153.868,29/03/2023
3608,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,4,3,3,2,2,6,6,6,6,6,6,6,131.0835,29/03/2023
3609,35,1,2,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,9,6,6,6,6,6,2,6,6,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,1,6,6,1,1086.6141,29/03/2023
3610,47,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,1,6,6,2,6,6,2,1,1,1,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,2,1,1,6,6,6,9,6,6,9,207.4729,29/03/2023
3612,48,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,1,6,6,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,9,2,2,1,6,6,6,1,6,6,1,548.303,29/03/2023
3613,35,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,2,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
3614,11,1,2,1,2,2,2,2,1,2,2,1,6,6,6,6,3,6,5,2,6,6,6,6,4,6,6,6,6,6,2,6,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,6,1,6,1,27.3294,29/03/2023
3615,10,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,3,1,2,2,2,6,6,6,6,6,6,6,77.039,29/03/2023
3616,47,2,9,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,1,2,6,6,6,6,6,6,6,325.8012,29/03/2023
3617,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,931.5946,29/03/2023
3618,47,2,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,3,3,6,6,6,6,6,9,6,6,6,6,6,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,1,2,6,6,6,6,6,2,214.1897,29/03/2023
3619,24,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,1,6,6,6,6,6,1,742.2649,29/03/2023
3620,47,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,2,1,3,1,2,2,6,6,6,6,6,6,6,249.0939,29/03/2023
3621,46,2,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,4,6,6,6,6,6,1,6,6,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,6,1,6,6,1,292.7687,29/03/2023
3622,48,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,1,2,2,2,6,6,6,6,6,6,6,548.303,29/03/2023
3623,59,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,1,2,1,1,6,6,6,6,6,1,512.3572,29/03/2023
3624,59,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,3,2,2,6,6,6,6,6,6,6,580.9377,29/03/2023
3625,48,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,6,6,6,6,6,6,6,6,6,6,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,3,3,2,2,6,6,6,6,6,6,6,587.2364,29/03/2023
3626,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,4,1,3,2,2,6,6,6,6,6,6,6,762.184,29/03/2023
3627,48,9,1,1,2,2,1,1,2,2,2,2,6,6,4,3,6,6,3,1,6,6,3,4,6,6,6,6,2,1,6,6,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,1,9,2,2,1,6,6,2,3,6,6,3,559.7112,29/03/2023
3629,35,2,1,1,2,2,2,1,2,2,2,1,6,6,6,9,6,6,4,1,6,6,6,5,6,6,6,6,6,2,6,6,2,6,6,2,2,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,2,2,1,6,6,6,9,6,6,9,892.1649,29/03/2023
3630,35,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,3,3,2,2,6,6,6,6,6,6,6,1112.6901,29/03/2023
3631,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,467.1728,29/03/2023
3633,10,2,1,1,2,2,2,1,2,2,2,1,6,6,6,3,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,1,6,6,1,65.0292,29/03/2023
3634,24,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,6,6,6,6,6,6,769.1961,29/03/2023
3635,12,1,2,1,2,2,2,2,1,2,2,1,6,6,6,6,3,6,5,2,6,6,6,6,5,6,6,6,6,6,2,6,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,6,6,6,6,2,6,2,139.124,29/03/2023
3636,12,2,1,1,2,2,2,1,2,2,2,1,6,6,6,1,6,6,4,2,6,6,6,9,6,6,6,6,6,2,6,6,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,1,6,6,1,153.868,29/03/2023
3639,10,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,65.0292,29/03/2023
3640,10,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,4,6,6,6,6,6,2,6,6,6,6,6,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,6,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,2,2,1,1,6,6,6,6,6,1,69.4588,29/03/2023
3641,48,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,2,6,6,6,6,6,2,6,6,2,6,6,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,1,2,1,6,6,6,1,6,6,1,529.015,29/03/2023
3642,59,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,4,2,1,2,2,6,6,6,6,6,6,6,612.7242,29/03/2023
3644,48,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1,2,2,6,6,6,6,6,6,6,644.9153,29/03/2023
3645,13,1,2,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,2,6,6,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,6,6,9,6,6,6,9,106.209,29/03/2023
3646,24,2,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,1,6,6,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,1,6,6,1,809.7809,29/03/2023
3647,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,1,2,3,2,2,6,6,6,6,6,6,6,1028.7052,29/03/2023
3648,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,3,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
3650,11,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,1,1,2,2,2,6,6,6,6,6,6,6,28.8023,29/03/2023
3651,59,1,1,1,2,2,1,2,2,2,2,1,6,6,9,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,9,3,2,1,6,6,1,6,6,6,1,512.3572,29/03/2023
3652,24,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,4,1,2,2,2,6,6,6,6,6,6,6,781.9189,29/03/2023
3653,12,2,1,1,2,2,2,1,2,2,2,1,6,6,6,4,6,6,4,2,6,6,6,3,6,6,6,6,6,1,6,6,2,6,6,2,1,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,2,1,6,6,6,1,6,6,1,153.868,29/03/2023
3654,10,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,65.0292,29/03/2023
3655,24,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,1,6,6,6,6,6,1,690.4698,29/03/2023
